title,url
Cybersecurity-Resources/Cybersecurity YouTube Channels.md at main · Nickyie/Cybersecurity-Resources,https://github.com/Nickyie/Cybersecurity-Resources/blob/main/Cybersecurity%20YouTube%20Channels/Cybersecurity%20YouTube%20Channels.md
zeek/zeek: Zeek is a powerful network analysis framework that is much different from the typical IDS you may know.,https://github.com/zeek/zeek
gentilkiwi/mimikatz: A little tool to play with Windows security,https://github.com/gentilkiwi/mimikatz
"danielmiessler/SecLists: SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more.",https://github.com/danielmiessler/SecLists
zedsec390 - Overview,https://github.com/zedsec390
mikeprivette/NIST-to-Tech: An open-source listing of cybersecurity technology mapped to the NIST Cybersecurity Framework (CSF),https://github.com/mikeprivette/NIST-to-Tech
infosecn1nja/Red-Teaming-Toolkit: This repository contains cutting-edge open-source security tools (OST) for a red teamer and threat hunter.,https://github.com/infosecn1nja/Red-Teaming-Toolkit
V33RU/IoTSecurity101: A Curated list of IoT Security Resources,https://github.com/V33RU/IoTSecurity101
SecurityRiskAdvisors/VECTR: VECTR is a tool that facilitates tracking of your red and blue team testing activities to measure detection and prevention capabilities across different attack scenarios,https://github.com/SecurityRiskAdvisors/VECTR
volatilityfoundation/volatility: An advanced memory forensics framework,https://github.com/volatilityfoundation/volatility
"Ignitetechnologies/BurpSuite-For-Pentester: This cheatsheet is built for the Bug Bounty Hunters and penetration testers in order to help them hunt the vulnerabilities from P4 to P1 solely and completely with ""BurpSuite"".",https://github.com/Ignitetechnologies/BurpSuite-For-Pentester
Trail of Bits,https://github.com/trailofbits
MISP/MISP,https://github.com/MISP/MISP
"HotCakeX/Harden-Windows-Security: Harden Windows Safely, Securely using Official Supported Microsoft methods with proper explanation | Always up-to-date and works with the latest build of Windows",https://github.com/HotCakeX/Harden-Windows-Security
"vectra-ai-research/MAAD-AF: MAAD Attack Framework - An attack tool for simple, fast & effective security testing of M365 & Azure AD.",https://github.com/vectra-ai-research/MAAD-AF
Malware-Research/Resources,https://github.com/Malware-Research/Resources
p1ngul1n0/blackbird,https://github.com/p1ngul1n0/blackbird#an-osint-tool-to-search-fast-for-accounts-by-username-across-574-sites
"optiv/Freeze: Freeze is a payload toolkit for bypassing EDRs using suspended processes, direct syscalls, and alternative execution methods",https://github.com/optiv/Freeze
"Ignitetechnologies/Nmap-For-Pentester: This cheatsheet was created to assist Red Teamers and Penetration Testers in hunting down vulnerabilities using ""Nmap.""",https://github.com/Ignitetechnologies/Nmap-For-Pentester
GrrrDog/weird_proxies: Reverse proxies cheatsheet,https://github.com/GrrrDog/weird_proxies
projectdiscovery/cloudlist,https://github.com/projectdiscovery/cloudlist
dafthack/CloudPentestCheatsheets: This repository contains a collection of cheatsheets I have put together for tools related to pentesting organizations that leverage cloud providers.,https://github.com/dafthack/CloudPentestCheatsheets
OWASP/wstg: The Web Security Testing Guide is a comprehensive Open Source guide to testing the security of web applications and web services.,https://github.com/OWASP/wstg
Demisto,https://github.com/demisto
Ignitetechnologies/bugbounty,https://github.com/Ignitetechnologies/bugbounty
duty1g/subcat: Another fast subdomain enumeration tool,https://github.com/duty1g/subcat
RistBS/Awesome-RedTeam-Cheatsheet: Red Team Cheatsheet in constant expansion.,https://github.com/RistBS/Awesome-RedTeam-Cheatsheet
"edoardottt/awesome-hacker-search-engines: A curated list of awesome search engines useful during Penetration testing, Vulnerability assessments, Red/Blue Team operations, Bug Bounty and more",https://github.com/edoardottt/awesome-hacker-search-engines
Eilonh/s3crets_scanner,https://github.com/Eilonh/s3crets_scanner
arainho/awesome-api-security: A collection of awesome API Security tools and resources. The focus goes to open-source tools and resources that benefit all the community.,https://github.com/arainho/awesome-api-security
"bmarsh9/gapps: Security compliance platform - SOC2, CMMC, ASVS, ISO27001, HIPAA, NIST CSF, NIST 800-53, CSC CIS 18, PCI DSS, SSF tracking. https://web-gapps.pages.dev",https://github.com/bmarsh9/gapps
toolbox-pentest-web/README.md at master · righettod/toolbox-pentest-web,https://github.com/righettod/toolbox-pentest-web/blob/master/docs/README.md
imran-parray/Mind-Maps: Mind-Maps of Several Things,https://github.com/imran-parray/Mind-Maps
"Ignitetechnologies/Mindmap: This repository will contain many mindmaps for cyber security technologies, methodologies, courses, and certifications in a tree structure to give brief details about them",https://github.com/Ignitetechnologies/Mindmap
Gi7w0rm - Overview,https://github.com/Gi7w0rm
